First hand entries
133.7206173071426, 133.7206173071426, 133.7206173071426, 133.70013068770368, 133.6796440682648, 133.7206173071426, 133.7206173071426, 134.21156272604014, 134.7025081449377, 133.7206173071426, 133.7206173071426, 134.5512409940493, 135.381864680956, 133.7206173071426, 133.7206173071426, 134.2982122978119, 134.87580728848118, 133.7206173071426, 133.7206173071426, 133.93124744825627, 134.14187758936993
111.63174924535808, 111.63174924535808, 111.63174924535808, 111.61136619942558, 111.59098315349308, 111.63174924535808, 111.63174924535808, 112.069826168435, 112.50790309151192, 111.63174924535808, 111.63174924535808, 112.15592648380874, 112.68010372225942, 111.63174924535808, 111.63174924535808, 111.60402830288989, 111.57630736042168, 111.63174924535808, 111.63174924535808, 111.83861683568756, 112.04548442601705
134.99114976306373, 134.99114976306373, 134.99114976306373, 135.0016337218697, 135.01211768067566, 134.99114976306373, 134.99114976306373, 135.50920718818895, 136.0272646133142, 134.99114976306373, 134.99114976306373, 135.80242562973288, 136.61370149640206, 134.99114976306373, 134.99114976306373, 135.44296737208427, 135.8947849811048, 134.99114976306373, 134.99114976306373, 135.35939748111767, 135.72764519917158
134.99114976306373, 134.99114976306373, 134.99114976306373, 135.49507402363977, 135.99899828421584, 134.99114976306373, 134.99114976306373, 135.58989340297114, 136.18863704287855, 134.99114976306373, 134.99114976306373, 135.50799991171013, 136.0248500603565, 134.99114976306373, 134.99114976306373, 135.54112984282406, 136.09110992258437, 134.99114976306373, 134.99114976306373, 135.10829188387194, 135.22543400468015
134.3203587701055, 134.3203587701055, 134.3203587701055, 134.23772582199982, 134.15509287389415, 134.3203587701055, 134.3203587701055, 134.79957699929219, 135.27879522847886, 134.3203587701055, 134.3203587701055, 134.64575384780977, 134.97114892551403, 134.3203587701055, 134.3203587701055, 134.6578599179478, 134.99536106579012, 134.3203587701055, 134.3203587701055, 134.7973282809772, 135.27429779184888
127.73917692549308, 127.73917692549308, 127.73917692549308, 127.92063972402772, 128.10210252256235, 127.73917692549308, 127.73917692549308, 128.0648874695628, 128.3905980136325, 127.73917692549308, 127.73917692549308, 128.38935414636, 129.0395313672269, 127.73917692549308, 127.73917692549308, 127.65318578215326, 127.56719463881343, 127.73917692549308, 127.73917692549308, 128.05298066230665, 128.3667843991202
114.60436130251804, 114.60436130251804, 114.60436130251804, 115.05158566478605, 115.49881002705405, 114.60436130251804, 114.60436130251804, 114.80220784713791, 115.00005439175777, 114.60436130251804, 114.60436130251804, 114.58241107658478, 114.56046085065152, 114.60436130251804, 114.60436130251804, 114.26436130251804, 113.92436130251804, 114.60436130251804, 114.60436130251804, 114.47079846661624, 114.33723563071445
112.30678174580635, 112.30678174580635, 112.30678174580635, 112.57562047019046, 112.84445919457455, 112.30678174580635, 112.30678174580635, 112.91003141997527, 113.51328109414418, 112.30678174580635, 112.30678174580635, 112.89213579487792, 113.47748984394948, 112.30678174580635, 112.30678174580635, 112.32196794376378, 112.33715414172121, 112.30678174580635, 112.30678174580635, 111.8618462749928, 111.41691080417927
116.66607546013009, 116.66607546013009, 116.66607546013009, 116.67655941893605, 116.687043377742, 116.66607546013009, 116.66607546013009, 116.75929971509531, 116.85252397006055, 116.66607546013009, 116.66607546013009, 117.22548332850984, 117.78489119688957, 116.66607546013009, 116.66607546013009, 116.14216077860593, 115.61824609708177, 116.66607546013009, 116.66607546013009, 116.63231819446584, 116.5985609288016
116.16505859559923, 116.16505859559923, 116.16505859559923, 116.29373825203959, 116.42241790847994, 116.16505859559923, 116.16505859559923, 116.30863002417067, 116.45220145274209, 116.16505859559923, 116.16505859559923, 116.78795158715005, 117.41084457870085, 116.16505859559923, 116.16505859559923, 116.0526777861755, 115.94029697675177, 116.16505859559923, 116.16505859559923, 116.10678535401726, 116.04851211243529
